Scientific_Name,Genus,Species 
Persicaria maculosa,Persicaria,maculosa
Persicaria minor,Persicaria,minor
Persicaria nepalensis,Persicaria,nepalensis
Persicaria orientalis,Persicaria,orientalis
Persicaria pensylvanica,Persicaria,pensylvanica
Persicaria perfoliata,Persicaria,perfoliata
Persicaria punctata,Persicaria,punctata
Persicaria robustior,Persicaria,robustior
Persicaria sagittata,Persicaria,sagittata
Persicaria setacea,Persicaria,setacea
Persicaria virginiana,Persicaria,virginiana
Petasites frigidus var. palmatus,Petasites,frigidus
Petasites hybridus,Petasites,hybridus
Petrorhagia prolifera,Petrorhagia,prolifera
Petrorhagia saxifraga var. saxifraga,Petrorhagia,saxifraga
Petrosedum forsterianum × P. thartii,Petrosedum,forsterianum × P. thartii
Petroselinum crispum,Petroselinum,crispum
Petunia axillaris,Petunia,axillaris
Petunia axillaris × P. integrifolia = P. ×atkinsiana,Petunia,axillaris × P. integrifolia = P. ×atkinsiana
Petunia integrifolia,Petunia,integrifolia
Peucedanum ostruthium,Peucedanum,ostruthium
Phacelia campanularia,Phacelia,campanularia
Phacelia ciliata,Phacelia,ciliata
Phacelia dubia var. dubia,Phacelia,dubia
Phalaris arundinacea,Phalaris,arundinacea
Phalaris canariensis,Phalaris,canariensis
Phaseolus polystachios,Phaseolus,polystachios
Phaseolus vulgaris,Phaseolus,vulgaris
Phedimus spurius,Phedimus,spurius
Phegopteris connectilis,Phegopteris,connectilis
Phegopteris excelsior,Phegopteris,excelsior
Phegopteris hexagonoptera,Phegopteris,hexagonoptera
Phellodendron amurense,Phellodendron,amurense
Philadelphus coronarius,Philadelphus,coronarius
Philadelphus inodorus,Philadelphus,inodorus
Philadelphus pubescens,Philadelphus,pubescens
Phleum arenarium,Phleum,arenarium
Phleum paniculatum,Phleum,paniculatum
Phleum pratense ssp. pratense,Phleum,pratense
Phlomis tuberosa,Phlomis,tuberosa
Phlox divaricata ssp. divaricata,Phlox,divaricata
Phlox maculata ssp. maculata,Phlox,maculata
Phlox paniculata,Phlox,paniculata
Phlox pilosa ssp. pilosa,Phlox,pilosa
Phlox stolonifera,Phlox,stolonifera
Phlox subulata ssp. subulata,Phlox,subulata
Phoradendron leucarpum,Phoradendron,leucarpum
Phragmites americanus,Phragmites,americanus
Phragmites americanus × P. australis,Phragmites,americanus × P. australis
Phragmites australis,Phragmites,australis
Phryma leptostachya,Phryma,leptostachya
Phyla lanceolata,Phyla,lanceolata
Phyllanthus urinaria ssp. urinaria,Phyllanthus,urinaria
Physalis grisea,Physalis,grisea
Physalis heterophylla,Physalis,heterophylla
Physalis longifolia var. subglabrata,Physalis,longifolia
Physalis philadelphica,Physalis,philadelphica
Physalis virginiana var. virginiana,Physalis,virginiana
Physocarpus opulifolius,Physocarpus,opulifolius
Physostegia virginiana ssp. virginiana,Physostegia,virginiana
Phytolacca americana var. americana,Phytolacca,americana
Picea abies,Picea,abies
Picea glauca,Picea,glauca
Picea mariana,Picea,mariana
Picea pungens,Picea,pungens
Picea rubens,Picea,rubens
Picris hieracioides,Picris,hieracioides
Pilea fontana,Pilea,fontana
Pilea pumila var. pumila,Pilea,pumila
Pilosella aurantiaca,Pilosella,aurantiaca
Pilosella aurantiaca × P. caespitosa = P. ×fuscoatra,Pilosella,aurantiaca × P. caespitosa = P. ×fuscoatra
Pilosella caespitosa,Pilosella,caespitosa
Pilosella caespitosa × P. lactucella = P. ×floribunda,Pilosella,caespitosa × P. lactucella = P. ×floribunda
Pilosella flagellaris,Pilosella,flagellaris
Pilosella lactucella,Pilosella,lactucella
Pilosella officinarum,Pilosella,officinarum
Pilosella officinarum × P. piloselloides = P. ×acutifolia,Pilosella,officinarum × P. piloselloides = P. ×acutifolia
Pilosella piloselloides,Pilosella,piloselloides
Pimpinella major,Pimpinella,major
Pimpinella saxifraga,Pimpinella,saxifraga
Pinellia ternata,Pinellia,ternata
Pinguicula vulgaris,Pinguicula,vulgaris
Pinus banksiana,Pinus,banksiana
Pinus echinata,Pinus,echinata
Pinus nigra,Pinus,nigra
Pinus resinosa,Pinus,resinosa
Pinus rigida,Pinus,rigida
Pinus strobus,Pinus,strobus
Pinus sylvestris,Pinus,sylvestris
Pinus thunbergii,Pinus,thunbergii
Pinus virginiana,Pinus,virginiana
Piptatheropsis canadensis,Piptatheropsis,canadensis
Piptatheropsis pungens,Piptatheropsis,pungens
Piptochaetium avenaceum,Piptochaetium,avenaceum
Pistia stratiotes,Pistia,stratiotes
Pisum sativum,Pisum,sativum
Pityopsis falcata,Pityopsis,falcata
Plagiobothrys greenei,Plagiobothrys,greenei
Plagiobothrys trachycarpus,Plagiobothrys,trachycarpus
Plantago arenaria,Plantago,arenaria
Plantago aristata,Plantago,aristata
Plantago cordata,Plantago,cordata
Plantago coronopus,Plantago,coronopus
Plantago heterophylla,Plantago,heterophylla
Plantago lanceolata,Plantago,lanceolata
Plantago major,Plantago,major
Plantago maritima var. juncoides,Plantago,maritima
Plantago media,Plantago,media
Plantago patagonica,Plantago,patagonica
Plantago pusilla,Plantago,pusilla
Plantago rugelii,Plantago,rugelii
Plantago virginica,Plantago,virginica
Platanthera aquilonis,Platanthera,aquilonis
Platanthera blephariglottis × P. ciliaris = P. ×bicolor,Platanthera,blephariglottis × P. ciliaris = P. ×bicolor
Platanthera blephariglottis var. blephariglottis,Platanthera,blephariglottis
Platanthera ciliaris,Platanthera,ciliaris
Platanthera clavellata,Platanthera,clavellata
Platanthera cristata,Platanthera,cristata
Platanthera dilatata var. dilatata,Platanthera,dilatata
Platanthera flava var. herbiola,Platanthera,flava
Platanthera grandiflora,Platanthera,grandiflora
Platanthera hookeri,Platanthera,hookeri
Platanthera huronensis,Platanthera,huronensis
Platanthera lacera,Platanthera,lacera
Platanthera lacera × P. psycodes = P. ×andrewsii,Platanthera,lacera × P. psycodes = P. ×andrewsii
Platanthera leucophaea,Platanthera,leucophaea
Platanthera macrophylla,Platanthera,macrophylla
Platanthera obtusata,Platanthera,obtusata
Platanthera orbiculata,Platanthera,orbiculata
Platanthera psycodes,Platanthera,psycodes
Platanus occidentalis,Platanus,occidentalis
Pleioblastus sp.,Pleioblastus,sp.
Pluchea odorata,Pluchea,odorata
Poa alsodes,Poa,alsodes
Poa annua,Poa,annua
Poa arida,Poa,arida
Poa bulbosa ssp. vivipara,Poa,bulbosa
Poa compressa,Poa,compressa
Poa cuspidata,Poa,cuspidata
Poa flexuosa ssp. fernaldiana,Poa,flexuosa
Poa glauca ssp. glauca,Poa,glauca
Poa nemoralis,Poa,nemoralis
Poa paludigena,Poa,paludigena
Poa palustris,Poa,palustris
Poa pratensis,Poa,pratensis
Poa pratensis ssp. angustifolia,Poa,pratensis
Poa pratensis ssp. pratensis,Poa,pratensis
Poa saltuensis,Poa,saltuensis
Poa saltuensis ssp. languida,Poa,saltuensis
Poa saltuensis ssp. saltuensis,Poa,saltuensis
Poa sylvestris,Poa,sylvestris
Poa trivialis ssp. trivialis,Poa,trivialis
Podophyllum peltatum,Podophyllum,peltatum
Podostemum ceratophyllum,Podostemum,ceratophyllum
Pogonia ophioglossoides,Pogonia,ophioglossoides
Polanisia dodecandra,Polanisia,dodecandra
Polanisia dodecandra ssp. dodecandra,Polanisia,dodecandra
Polanisia dodecandra ssp. trachysperma,Polanisia,dodecandra
Polemonium reptans var. reptans,Polemonium,reptans
Polemonium vanbruntiae,Polemonium,vanbruntiae
Polycnemum majus,Polycnemum,majus
Polygala brevifolia,Polygala,brevifolia
Polygala cruciata,Polygala,cruciata
Polygala incarnata,Polygala,incarnata
Polygala lutea,Polygala,lutea
Polygala mariana,Polygala,mariana
Polygala nuttallii,Polygala,nuttallii
Polygala polygama,Polygala,polygama
Polygala sanguinea,Polygala,sanguinea
Polygala senega,Polygala,senega
Polygala verticillata,Polygala,verticillata
Polygaloides paucifolia,Polygaloides,paucifolia
Polygonatum biflorum,Polygonatum,biflorum
Polygonatum biflorum var. biflorum,Polygonatum,biflorum
Polygonatum biflorum var. commutatum,Polygonatum,biflorum
Polygonatum pubescens,Polygonatum,pubescens
Polygonum achoreum,Polygonum,achoreum
Polygonum articulatum,Polygonum,articulatum
Polygonum aviculare,Polygonum,aviculare
Polygonum aviculare ssp. aviculare,Polygonum,aviculare
Polygonum aviculare ssp. depressum,Polygonum,aviculare
Polygonum aviculare ssp. neglectum,Polygonum,aviculare
Polygonum buxiforme,Polygonum,buxiforme
Polygonum douglasii,Polygonum,douglasii
Polygonum erectum,Polygonum,erectum
Polygonum glaucum,Polygonum,glaucum
Polygonum polycnemoides,Polygonum,polycnemoides
Polygonum ramosissimum,Polygonum,ramosissimum
Polygonum ramosissimum ssp. prolificum,Polygonum,ramosissimum
Polygonum ramosissimum ssp. ramosissimum,Polygonum,ramosissimum
Polygonum tenue,Polygonum,tenue
Polymnia canadensis,Polymnia,canadensis
Polypodium appalachianum,Polypodium,appalachianum
Polypodium appalachianum × P. virginianum = P. ×incognitum,Polypodium,appalachianum × P. virginianum = P. ×incognitum
Polypodium virginianum,Polypodium,virginianum
Polypogon interruptus,Polypogon,interruptus
Polypogon monspeliensis,Polypogon,monspeliensis
Polystichum acrostichoides,Polystichum,acrostichoides
Polystichum acrostichoides × P. braunii = P. ×potteri,Polystichum,acrostichoides × P. braunii = P. ×potteri
Polystichum braunii,Polystichum,braunii
Polystichum lonchitis,Polystichum,lonchitis
Pontederia cordata,Pontederia,cordata
Populus alba,Populus,alba
Populus alba × P. grandidentata = P. ×rouleauiana,Populus,alba × P. grandidentata = P. ×rouleauiana
Populus alba × P. tremula = P. ×canescens,Populus,alba × P. tremula = P. ×canescens
Populus alba × P. tremuloides = P. ×heimburgeri,Populus,alba × P. tremuloides = P. ×heimburgeri
Populus balsamifera,Populus,balsamifera
Populus balsamifera × P. deltoides = P. ×jackii,Populus,balsamifera × P. deltoides = P. ×jackii
Populus deltoides,Populus,deltoides
Populus deltoides × P. nigra = P. ×canadensis,Populus,deltoides × P. nigra = P. ×canadensis
Populus deltoides ssp. deltoides,Populus,deltoides
Populus deltoides ssp. monilifera,Populus,deltoides
Populus grandidentata,Populus,grandidentata
Populus grandidentata × P. tremuloides = P. ×smithii,Populus,grandidentata × P. tremuloides = P. ×smithii
Populus heterophylla,Populus,heterophylla
Populus nigra,Populus,nigra
Populus tremuloides,Populus,tremuloides
Portulaca grandiflora,Portulaca,grandiflora
Portulaca oleracea,Portulaca,oleracea
Potamogeton alpinus,Potamogeton,alpinus
Potamogeton alpinus × P. nodosus = P. ×subobtusus,Potamogeton,alpinus × P. nodosus = P. ×subobtusus
Potamogeton amplifolius,Potamogeton,amplifolius
Potamogeton amplifolius × P. praelongus,Potamogeton,amplifolius × P. praelongus
Potamogeton amplifolius × P. richardsonii,Potamogeton,amplifolius × P. richardsonii
Potamogeton berchtoldii,Potamogeton,berchtoldii
Potamogeton bicupulatus,Potamogeton,bicupulatus
Potamogeton confervoides,Potamogeton,confervoides
Potamogeton crispus,Potamogeton,crispus
Potamogeton diversifolius,Potamogeton,diversifolius
Potamogeton epihydrus,Potamogeton,epihydrus
Potamogeton foliosus ssp. foliosus,Potamogeton,foliosus
Potamogeton friesii,Potamogeton,friesii
Potamogeton gramineus,Potamogeton,gramineus
Potamogeton gramineus × P. illinoensis = P. ×spathuliformis,Potamogeton,gramineus × P. illinoensis = P. ×spathuliformis
Potamogeton gramineus × P. nodosus = P. ×lanceolatifolius,Potamogeton,gramineus × P. nodosus = P. ×lanceolatifolius
Potamogeton gramineus × P. perfoliatus = P. ×nitens,Potamogeton,gramineus × P. perfoliatus = P. ×nitens
Potamogeton hillii,Potamogeton,hillii
Potamogeton hillii × P. zosteriformis = P. ×ogdenii,Potamogeton,hillii × P. zosteriformis = P. ×ogdenii
Potamogeton illinoensis,Potamogeton,illinoensis
Potamogeton illinoensis × P. nodosus = P. ×faxonii,Potamogeton,illinoensis × P. nodosus = P. ×faxonii
Potamogeton illinoensis × P. perfoliatus,Potamogeton,illinoensis × P. perfoliatus
Potamogeton natans,Potamogeton,natans
Potamogeton nodosus,Potamogeton,nodosus
Potamogeton oakesianus,Potamogeton,oakesianus
Potamogeton obtusifolius,Potamogeton,obtusifolius
Potamogeton perfoliatus,Potamogeton,perfoliatus
Potamogeton praelongus,Potamogeton,praelongus
Potamogeton pulcher,Potamogeton,pulcher
Potamogeton pusillus,Potamogeton,pusillus
Potamogeton richardsonii,Potamogeton,richardsonii
Potamogeton robbinsii,Potamogeton,robbinsii
Potamogeton spirillus,Potamogeton,spirillus
Potamogeton strictifolius,Potamogeton,strictifolius
Potamogeton vaseyi,Potamogeton,vaseyi
Potamogeton zosteriformis,Potamogeton,zosteriformis
Potentilla anglica,Potentilla,anglica
Potentilla anserina,Potentilla,anserina
Potentilla anserina ssp. anserina,Potentilla,anserina
Potentilla anserina ssp. pacifica,Potentilla,anserina
Potentilla argentea,Potentilla,argentea
Potentilla canadensis,Potentilla,canadensis
Potentilla inclinata,Potentilla,inclinata
Potentilla indica,Potentilla,indica
Potentilla intermedia,Potentilla,intermedia
Potentilla norvegica,Potentilla,norvegica
Potentilla recta,Potentilla,recta
Potentilla reptans,Potentilla,reptans
Potentilla simplex,Potentilla,simplex
Potentilla supina ssp. paradoxa,Potentilla,supina
Poteridium annuum,Poteridium,annuum
Poterium sanguisorba ssp. balearicum,Poterium,sanguisorba
Pourthiaea villosa,Pourthiaea,villosa
Primula japonica,Primula,japonica
Primula meadia,Primula,meadia
Primula mistassinica,Primula,mistassinica
Primula veris,Primula,veris
Proboscidea louisianica ssp. louisianica,Proboscidea,louisianica
Prosartes lanuginosa,Prosartes,lanuginosa
Proserpinaca palustris,Proserpinaca,palustris
Proserpinaca pectinata,Proserpinaca,pectinata
Prunella laciniata,Prunella,laciniata
Prunella vulgaris,Prunella,vulgaris
Prunella vulgaris ssp. lanceolata,Prunella,vulgaris
Prunella vulgaris ssp. vulgaris,Prunella,vulgaris
Prunus americana,Prunus,americana
Prunus avium,Prunus,avium
Prunus cerasifera,Prunus,cerasifera
Prunus cerasus,Prunus,cerasus
Prunus domestica,Prunus,domestica
Prunus fruticosa,Prunus,fruticosa
Prunus incisa,Prunus,incisa
Prunus mahaleb,Prunus,mahaleb
Prunus maritima,Prunus,maritima
Prunus nigra,Prunus,nigra
Prunus padus,Prunus,padus
Prunus pensylvanica,Prunus,pensylvanica
Prunus persica,Prunus,persica
Prunus pumila,Prunus,pumila
Prunus pumila var. depressa,Prunus,pumila
Prunus pumila var. pumila,Prunus,pumila
Prunus sargentii,Prunus,sargentii
Prunus serotina var. serotina,Prunus,serotina
Prunus speciosa,Prunus,speciosa
Prunus spinosa,Prunus,spinosa
Prunus subhirtella,Prunus,subhirtella
Prunus susquehanae,Prunus,susquehanae
Prunus tomentosa,Prunus,tomentosa
Prunus virginiana var. virginiana,Prunus,virginiana
Psammophiliella muralis,Psammophiliella,muralis
Pseudofumaria lutea,Pseudofumaria,lutea
Pseudognaphalium luteoalbum,Pseudognaphalium,luteoalbum
Pseudognaphalium macounii,Pseudognaphalium,macounii
Pseudognaphalium micradenium,Pseudognaphalium,micradenium
Pseudognaphalium obtusifolium,Pseudognaphalium,obtusifolium
Pseudognaphalium stramineum,Pseudognaphalium,stramineum
Pseudolycopodiella caroliniana,Pseudolycopodiella,caroliniana
Pseudotsuga menziesii ssp. glauca,Pseudotsuga,menziesii
Psylliostachys suworowii,Psylliostachys,suworowii
Ptelea trifoliata var. trifoliata,Ptelea,trifoliata
Pteridium aquilinum,Pteridium,aquilinum
Pteridium aquilinum ssp. latiusculum,Pteridium,aquilinum
Pteridium aquilinum ssp. pseudocaudatum,Pteridium,aquilinum
Pterospora andromedea,Pterospora,andromedea
Ptilimnium capillaceum,Ptilimnium,capillaceum
Puccinellia distans,Puccinellia,distans
Puccinellia fasciculata,Puccinellia,fasciculata
Puccinellia nuttalliana,Puccinellia,nuttalliana
Puccinellia rupestris,Puccinellia,rupestris
Pueraria montana var. lobata,Pueraria,montana
Pulicaria dysenterica,Pulicaria,dysenterica
Pulmonaria officinalis,Pulmonaria,officinalis
Pulmonaria saccharata,Pulmonaria,saccharata
Pycnanthemum clinopodioides,Pycnanthemum,clinopodioides
Pycnanthemum incanum var. incanum,Pycnanthemum,incanum
Pycnanthemum muticum,Pycnanthemum,muticum
Pycnanthemum tenuifolium,Pycnanthemum,tenuifolium
Pycnanthemum torreyi,Pycnanthemum,torreyi
Pycnanthemum verticillatum,Pycnanthemum,verticillatum
Pycnanthemum verticillatum var. pilosum,Pycnanthemum,verticillatum
Pycnanthemum verticillatum var. verticillatum,Pycnanthemum,verticillatum
Pycnanthemum virginianum,Pycnanthemum,virginianum
Pyracantha coccinea,Pyracantha,coccinea
Pyrola americana,Pyrola,americana
Pyrola asarifolia ssp. asarifolia,Pyrola,asarifolia
Pyrola chlorantha,Pyrola,chlorantha
Pyrola elliptica,Pyrola,elliptica
Pyrola minor,Pyrola,minor
Pyrularia pubera,Pyrularia,pubera
Pyrus calleryana,Pyrus,calleryana
Pyrus communis,Pyrus,communis
Pyxidanthera barbulata,Pyxidanthera,barbulata
Quercus alba,Quercus,alba
Quercus alba × Q. bicolor = Q. ×jackiana,Quercus,alba × Q. bicolor = Q. ×jackiana
Quercus alba × Q. montana = Q. ×saulii,Quercus,alba × Q. montana = Q. ×saulii
Quercus alba × Q. prinoides = Q. ×faxonii,Quercus,alba × Q. prinoides = Q. ×faxonii
Quercus alba × Q. stellata = Q. ×fernowii,Quercus,alba × Q. stellata = Q. ×fernowii
Quercus bicolor,Quercus,bicolor
Quercus bicolor × Q. macrocarpa = Q. ×schuettei,Quercus,bicolor × Q. macrocarpa = Q. ×schuettei
Quercus cerris,Quercus,cerris
Quercus coccinea,Quercus,coccinea
Quercus coccinea × Q. velutina = Q. ×fontana,Quercus,coccinea × Q. velutina = Q. ×fontana
Quercus ilicifolia,Quercus,ilicifolia
Quercus ilicifolia × Q. marilandica = Q. ×brittonii,Quercus,ilicifolia × Q. marilandica = Q. ×brittonii
Quercus imbricaria,Quercus,imbricaria
Quercus macrocarpa,Quercus,macrocarpa
Quercus marilandica × Q. phellos = Q. ×rudkinii,Quercus,marilandica × Q. phellos = Q. ×rudkinii
Quercus marilandica × Q. velutina = Q. ×bushii,Quercus,marilandica × Q. velutina = Q. ×bushii
Quercus marilandica var. marilandica,Quercus,marilandica
Quercus montana,Quercus,montana
Quercus muehlenbergii,Quercus,muehlenbergii
